well_id,latitude,longitude,maaiveld_nap,filter_1_gemiddeld,filter_2_gemiddeld,filter_3_gemiddeld,filter_4_gemiddeld,filter_5_gemiddeld,filter_1_trend_15_jaar,filter_2_trend_15_jaar,filter_3_trend_15_jaar,filter_4_trend_15_jaar,filter_5_trend_15_jaar,filter_1_trend_25_jaar,filter_2_trend_25_jaar,filter_3_trend_25_jaar,filter_4_trend_25_jaar,filter_5_trend_25_jaar
B46A0841,51.78434697916259,5.815306795246408,,,,,,,,,,,,,,,,
B48F0075,51.5363277752221,3.9241706193724815,0.85,-0.0723,,,-0.0733,,,,,,,,,,,
B48F0079,51.53333159706621,3.913240213156834,1.1,,,,,,,,,,,,,,,
B48F0080,51.52672066058995,3.897385064961983,2.81,,,,0.1647,,,0.8267,5.02,0.667,0.0563,,,,,
B48F0146,51.510019747358236,3.9846897968586656,0.99,-1.0659,,,-1.213,,,,,,,,,,,
B48F0183,51.57149134681572,3.889019998423568,1.75,-0.0593,,,0.2362,,,,,,,,,,,
B49F0451,51.50334847838476,4.513015401024549,9.78,8.0502,,,8.0423,,,,,,,,,,,
B58A0308,51.359611443272776,5.769394193072706,,,,,,,,,,,,,,,,
B58A0347,51.26661423835831,5.798062138537389,29.25,28.2983,,,28.5481,,,28.4277,,,,,,,,
B51G0637,51.426946796261156,5.4620411841857335,17.63,16.128,,,16.0924,,,,,,,,,,,
B51G0820,51.43780338060732,5.538067823138131,16.42,,,,,,,,,,,,,,,
B51G0821,51.437802072881624,5.539074558086066,16.11,,,,,,,,,,,,,,,
B51G0826,51.40376114701592,5.581859296703259,20.46,,,,,,,,,,,,,,,
B51G0828,51.40693348234339,5.592723911915666,22.17,,,,,,,,,,,,,,,
B51G0836,51.387835121922265,5.591201198074403,19.15,,,,,,,,,,,,,,,
B51G0839,51.40727349399891,5.577778173032964,19.92,18.8359,,,18.8262,,,,,,,,,,,
B51G0841,51.40529914772547,5.575829729923375,17.72,17.51,,,,,,,,,,,,,,
B51G0854,51.37262526357009,5.50812395592545,23.05,23.2648,,,,,,,,,,,,,,
B51G0856,51.37433304084978,5.508200295524228,22.98,21.3605,,,,,,,,,,,,,,
B52C0586,51.371975299356954,5.831538926112139,,,,,,,,,,,,,,,,
B52C0590,51.372570089943764,5.884539098150291,30.42,30.1311,-0.842,-0.353,30.0087,0.151,0,,,,,,,,,
B52C0282,51.38318011872294,5.8837928520422125,30.81,30.2169,,,30.0255,,,,,,,,,,,
B52D0505,51.37695500024931,5.966599983858381,31.16,29.9568,,,,,,,,,,,,,,
B52D0539,51.4719614508809,5.967809151009814,30.2,28.3418,,,,,,,,,,,,,,
B51G0629,51.460307801513665,5.5102276132047665,15.79,14.6044,,,14.6104,,,,,,,,,,,
B52D0580,51.43680823240813,5.8919997564232,31.22,30.9213,,,,,,,,,,,,,,
B52D0029,51.38036539996654,5.9399546687682285,32.44,31.3196,-5.75,-3.158,,,,,,,,,,,,
B52D0070,51.45088441194217,5.958333094215937,31.19,29.1877,,,,,,,,,,,,,,
B52D0110,51.45662312286473,5.942649992691089,31.79,29.9972,-0.366,-0.346,29.8145,1,0.35,29.7626,-0.646,-0.125,,,,,,
B52D0587,51.40079485588533,5.915240596599504,32.03,31.1532,,,,,,,,,,,,,,
B52D0497,51.404359441768094,5.931737461420762,33.1,31.6654,,,,,,,,,,,,,,
B52D0593,51.40704080756588,5.915528519873698,32.55,,,,,,,,,,,,,,,
B52D0499,51.409162583402285,5.92331463574926,32.8,32.4734,,,,,,,,,,,,,,
B52D0595,51.4118945345203,5.9155847704329885,31.64,,,,,,,,,,,,,,,
B55B0014,51.34662787451529,4.216514196714957,1.64,0.7896,,,,,,,,,,,,,,
B55A0355,51.24315423797695,4.026924394512819,2.22,0.0342,,,,,,,,,,,,,,
B56F0005,51.35826140911097,5.158264990317709,29.59,28.5399,,-0.25,28.3357,,-0.379,,,,,,,,,
B56F0006,51.35842481165979,5.128918420396861,30.57,28.6512,0,0.562,26.3278,-2.5,-1.818,26.1877,-2.438,-1.75,26.22,,,26.2266,,
B56F0068,51.31723362195368,5.161281722708993,28.35,,,,,,,,,,,,,,,
B56F0070,51.31991379738227,5.152948435291904,27.75,26.9501,,,,,,,,,,,,,,
B56F0077,51.32285043133988,5.160680154531687,29.38,28.3463,,,,,,,,,,,,,,
B58B0642,51.355908965817086,6.00394696462534,30.36,,,,,,,,,,,,,,,
B58B0646,51.302239623336845,5.893238153318684,29.58,,,,,,,,,,,,,,,
B58B0680,51.254497962731975,5.939050717995563,24,23.8235,4.875,2.094,,,,,,,,,,,,
B58B0482,51.3232742144378,6.021582868991057,32.07,,,,,,,,,,,,,,,
B58B0101,51.29274482968257,6.031912006724159,24.83,,,,,,,,,,,,,,,
B02G1049,53.49281669007564,6.159758345721734,3.12,2.8054,,,,,,,,,,,,,,
B07C1807,53.17070584492599,6.497997889048978,-0.31,-0.7003,,,-0.6462,,,,,,,,,,,
B19D1353,52.5160756639679,4.815088615572173,-1.09,-1.522,,,,,,,,,,,,,,
B33H1366,52.10214159773515,6.28217005527892,9.74,8.6542,,,,,,,,,,,,,,
B33H1369,52.0951619346649,6.28395666581162,9.76,8.8556,,,,,,,,,,,,,,
B32F0757,52.20561253819458,5.706119181529982,24.12,16.7079,,,16.7475,,,16.7728,,,,,,,,
B31F2233,52.16635579760121,5.153489539917534,0.36,,,,,,,,,,,,,,,
B22E0586,52.66707723856074,6.758911794802142,10.16,8.8319,,,,,,,,,,,,,,
B40F1916,51.95519145571316,6.2980052889188345,12.9187,10.6093,,,,,,,,,,,,,,
B40F1924,51.96123516954193,6.30911336553778,13.5707,11.5948,,,,,,,,,,,,,,
B12C1633,53.03957702318887,6.436853153029752,8.303,7.2079,,,6.8904,,,,,,,,,,,
B12A1809,53.11019734778217,6.439532709341586,2.587,2.0996,,,,,,,,,,,,,,
B26F3135,52.39486737142791,5.63913553830647,-2.88,-3.0983,,,,,,,,,,,,,,
B43F1292,51.80149493665332,4.5691505314322125,,-1.5957,,,,,,,,,,,,,,
B57B0252,51.27295951895972,5.429244994275686,30.76,30.4826,-1.5,0,30.4811,-1.38,0.029,30.471,-1.366,0.031,,,,,,
B58C0710,51.23389955781511,5.756461063195116,27.49,27.3184,-0.2,0,,,,,,,,,,,,
B58C0715,51.22258915483524,5.7656028102979455,30.3,28.1701,,,,,,,,,,,,,,
B58C0717,51.222910031530574,5.763672982548263,29.93,28.1929,,,,,,,,,,,,,,
B51H0068,51.43343930735329,5.730897897781896,23.05,21.3771,,,21.1935,,,,,,,,,,,
B51H0099,51.462705216900524,5.678595641627172,18.28,,,,,,,,,,,,,,,
B51H0093,51.37225702012678,5.687065519016722,25.15,23.8428,,,23.8798,,,,,,,,,,,
B52D0543,51.466360895705876,6.024727398117451,25.79,23.2615,,,,,,,,,,,,,,
B52D0546,51.425611259593886,5.996694340780343,27.9,,,,,,,,,,,,,,,
B55A0252,51.24526491033738,4.033693900437842,2.02,0.1868,,,,,,,,,,,,,,
B55A0289,51.24588481502863,4.032887802625516,2.23,0.9149,-0.5,2.281,,,,,,,,,,,,
B55A0306,51.26328289530649,4.0778958417799505,2.72,0.2674,-2.667,-0.866,,,,,,,,,,,,
B55A0267,51.25104013090199,4.070839770666348,3.69,1.1779,-4.5,-1.357,,,,,,,,,,,,
B55A0254,51.24647795260668,4.033643743539531,2.17,0.9181,,,,,,,,,,,,,,
B55A0278,51.24590098859477,4.057666734485356,3.63,-0.5657,-4,-2.225,,,,,,,,,,,,
B55A0190,51.28495070039626,4.092586338781008,1.2,-0.5073,,,,,,,,,,,,,,
B55A0226,51.32544896636894,4.037131589257374,0.3,-1.2566,,,-1.3828,-1,-0.333,,,,,,,,,
B55A0244,51.30558808312751,4.168085774507848,2.62,0.0757,-1.75,-0.976,-0.1043,-1.625,-1.091,,,,,,,,,
B58A0352,51.273225786449224,5.796717113242567,28.74,28.3724,,,28.3817,,,,,,,,,,,
B58A0358,51.26703758027655,5.792692766025308,29.68,28.5243,,,,,,,,,,,,,,
B58A0359,51.26523986600079,5.792676841467776,30.59,29.9288,,,28.5765,,,,,,,,,,,
B51G0230,51.41026913024284,5.479621035276613,17.9,16.4841,,,,,,,,,,,,,,
B51G0240,51.41800885275551,5.466842350165512,17.3,16.2581,,,,,,,,,,,,,,
B51G0241,51.41086499424886,5.476273224113083,16.4,15.7537,,,,,,,,,,,,,,
B51G0263,51.364265203499585,5.6020085311009975,23.84,22.4668,,,22.9431,,,,,,,,,,,
B51G0272,51.39682255289688,5.532040820362701,22.2,20.2582,,,19.9178,,,,,,,,,,,
B58B0123,51.295146980835,5.907597395831879,29.53,27.1596,,,,,,25.6796,-2.5,0.136,24.8726,-3.1,3.857,24.2436,,
B58B0187,51.30703264693363,6.016338112445543,32.61,26.1281,,,26.0647,,,,,,,,,,,
B58B0210,51.3066128658655,5.993816880896866,32.1,28.5977,,,28.5648,,,,,,,,,,,
B51G0687,51.41538581037695,5.487911370187824,18.87,16.8422,,,16.627,,,,,,,,,,,
B31E2805,52.203760046881264,4.8759635831084225,-5.026,-5.853,,,,,,,,,,,,,,
B31B1497,52.21088314194125,4.868771158697227,-1.47,-2.096,,,,,,,,,,,,,,
B31B1499,52.21101431356871,4.874110002356418,-5.494,-6.6869,,,,,,,,,,,,,,
B26C4221,52.289938331276694,5.2676772614172425,1.817,0.6407,,,,,,,,,,,,,,
B25H2795,52.327509320402775,5.07285583727651,0.239,-0.7025,,,,,,,,,,,,,,
B25G7196,52.32465691531086,4.93810217585627,-1.565,-2.1115,,,,,,,,,,,,,,
B31E2808,52.20889154230268,5.0152006197401064,-0.496,-1.3061,,,,,,,,,,,,,,
B51H0020,51.47524423829908,5.660107859128276,18.66,16.0445,,,,,,,,,,,,,,
B51H0192,51.385484670736425,5.715165338731359,25.98,23.6775,,,,,,,,,,,,,,
B51H0223,51.45995118261573,5.700737143613191,20.14,18.5374,,,,,,,,,,,,,,
B51H0240,51.37629653846761,5.609246502519294,23.64,22.5737,,,,,,,,,,,,,,
B52D0596,51.41150748045511,5.921617338367698,31.85,,,,,,,,,,,,,,,
B52D0598,51.41478527220846,5.9320057516771865,32.19,,,,,,,,,,,,,,,
B52D0599,51.415810252797904,5.943374500248256,31.16,,,,,,,,,,,,,,,
B52D0192,51.43748868237612,5.900852295432847,31.23,31.0455,0,,30.176,0.7,,,,,,,,,,
B52D0627,51.43028940679696,5.902712411702571,31.69,,,,,,,,,,,,,,,
B52D0640,51.42136510479427,6.020934928303733,25.74,25.6221,,,,,,,,,,,,,,
B52D0647,51.42288137502727,6.019805801639492,25.93,,,,,,,,,,,,,,,
B52D0648,51.4230619197949,6.0196645308025145,25.91,,,,,,,,,,,,,,,
B52D0653,51.38019480069319,6.000971427416279,28.52,28.0205,,,,,,,,,,,,,,
B52D0656,51.38064497168343,6.000833839609445,28.19,,,,,,,,,,,,,,,
B52D0668,51.3761072181489,6.025620625751771,27.28,,,,,,,,,,,,,,,
B52D0672,51.366294431505366,5.891147968875183,30.83,30.2746,-0.333,-0.3,30.2515,-0.167,-0.188,,,,,,,,,
B31G2365,52.14783074031955,4.953074883673333,-1.57,-2.1298,,,,,,,,,,,,,,
B57A0174,51.29227731188523,5.2371002078685045,38.54,,,,,,,,,,,,,,,
B57A0184,51.28748626156754,5.251737324796651,38.2,,,,,,,,,,,,,,,
B57A0185,51.28744098431652,5.251450764456817,38.2,,,,,,,,,,,,,,,
B57A0207,51.325400739812544,5.277305556694182,34.87,31.8318,-6.754,-4.438,,,,,,,,,,,,
B57A0022,51.26695048133958,5.27171433111473,42.78,38.9084,-1.903,-2.75,38.6977,-2.028,-2.933,37.1728,-0.875,-2.364,37.0572,,-3.75,36.9188,-0.789,-2.271
B57A0041,51.33943926469482,5.2160647496538175,30.53,29.4319,-0.562,0,29.5573,-0.8,-0.318,29.9052,-1,-0.583,29.755,-1.45,-1.25,,,
B57A0042,51.30614398862634,5.257059853661953,37.35,,,,34.3635,,-2.5,34.1712,,-2.75,34.2779,,,34.0325,,-2.737
B58B0247,51.33192172866825,5.992861434769109,32.51,29.8002,,,29.7853,,,,,,,,,,,
B58B0443,51.26182132295615,6.0272787058121144,22.48,15.7258,,,,,,,,,,,,,,
B58B0457,51.26433646224727,6.0259670519145265,20.56,14.7455,,,,,,,,,,,,,,
B58B0682,51.2989924102307,6.007050761786357,29.42,27.8978,,,27.3663,,,,,,,,,,,
B58B0687,51.30599032200188,5.8988725516880685,27.97,27.4169,,,,,,,,,,,,,,
B58B0693,51.2527962028898,5.933945145580414,28.82,23.7443,,-1.55,,,,,,,,,,,,
B58B0694,51.253425056025,5.934024274887518,28.66,23.7688,,-1.056,,,,,,,,,,,,
B58B0705,51.36159631703652,5.906818343516232,32.42,,,,,,,,,,,,,,,
B58B0708,51.310495867084036,5.8963413854416,27.91,27.3754,-0.408,-0.091,,,,,,,,,,,,
B58B0714,51.25080984042749,5.954547296896459,22.14,19.9958,,,,,,,,,,,,,,
B58B0717,51.254339667908745,5.949577406650042,21.72,21.153,,,,,,,,,,,,,,
B51H0277,51.469561326095814,5.628411235696401,,,,,,,,,,,,,,,,
B51H0279,51.46768022595866,5.625235141883217,17.83,,,,,,,,,,,,,,,
B52D0673,51.36596123823404,5.891287886113312,30.85,30.3546,-0.5,-0.333,30.3372,-0.2,-0.143,,,,,,,,,
B52E0159,51.53952013796793,6.160386567338706,19.43,17.6348,,,,,,,,,,,,,,
B52E0270,51.54015482079414,6.09723139845705,15.75,12.1595,0.229,0.302,,,,,,,,,,,,
B52E1572,51.57657429534929,6.044034184143248,13.05,11.5936,,,,,,,,,,,,,,
B52E1573,51.56445321014567,6.044767387648473,13.06,11.3032,,,,,,,,,,,,,,
B52E1809,51.480860691478135,6.036015447499773,21.91,,,,,,,,,,,,,,,
B52E1810,51.51772749858151,6.110409871674803,13.97,13.5951,,,13.6225,,,,,,,,,,,
B52E1814,51.47535178330094,6.130723266852115,16.87,16.4809,,,,,,,,,,,,,,
B52E1816,51.4760460192002,6.12756780550505,21.65,16.9043,,,,,,,,,,,,,,
B52E1824,51.47567735680738,6.1290012523370505,16.55,,,,,,,,,,,,,,,
B52E1825,51.475769066782526,6.128714857747541,16.73,,,,,,,,,,,,,,,
B52E1830,51.52926191148796,6.1674177329694775,18.37,18.031,,,,,,,,,,,,,,
B52E1839,51.53069430180228,6.1789718782158545,19.22,18.7274,1.667,1.7,,,,,,,,,,,,
B52F0002,51.484449944006066,6.182342165788853,16.93,13.7139,,1.618,,,,,,,,,,,,
B57E0176,51.30639796760695,5.590694195595345,28.39,,,,,,,,,,,,,,,
B57E0015,51.3142639642973,5.486454727474902,26.45,25.7192,,,25.7561,,,,,,,,,,,
B58D0007,51.22870603393714,5.9526988095548825,27.76,20.9906,,,,,,,,,,,,,,
B58D0053,51.19290276093575,5.993743278183972,27.12,,,,,,,,,,,,,,,
B58D2326,51.21149396493032,5.961502603163385,17.99,,,,,,,,,,,,,,,
B58D2328,51.21099689564279,5.988687494613626,16.99,,,,,,,,,,,,,,,
B58G0146,51.17920723007344,6.130783297904945,55.47,,,,,,,,,,,,,,,
B58G0151,51.16576505199835,6.152082908884997,78.13,,,,,,,,,,,,,,,
B58G0183,51.15937440449847,6.089363466673048,29.92,26.3363,,,26.1842,,,25.8297,,,,,,,,
B58G0185,51.16894747809429,6.093856514463742,45.8,35.2802,-2.042,-1.273,36.6363,-0.2,-0.2,36.6574,-0.019,-0.019,36.6618,0.081,0.081,,,
B58G0194,51.235632471831536,6.036091233408074,26.52,19.3642,0,0.3,,,,,,,,,,,,
B58G0195,51.1416318797963,6.047680986897446,26.78,24.2933,-1.108,-0.85,,,,,,,,,,,,
B58G0259,51.1664485674912,6.150664550875128,78.93,56.4478,,,,,,,,,,,,,,
B58G0262,51.1542984413259,6.096289721347745,29.74,,,,,,,,,,,,,,,
B58G0264,51.155027585090885,6.137610196724556,67.18,50.9286,,,,,,,,,,,,,,
B22D0342,52.49491404702063,6.517071690489245,9.11,6.6712,-0.25,-0.077,,,,,,,,,,,,
B12E0484,53.14843016958641,6.671404751573097,-0.06,-0.5411,,,-0.5323,,,,,,,,,,,
B12C0257,53.00719764255783,6.4671362206759655,11.26,10.9968,-0.4,,9.6716,,,,,,,,,,,
B16G0357,52.71430800785004,6.05556499606989,-0.4,-1.8239,,,,,,,,,,,,,,
B21A0137,52.693342803922285,5.891043973643362,-2.78,-4.2773,0.1,,,,,,,,,,,,,
B26D0138,52.27512226080686,5.36727726180981,-0.6,-1.1864,,,,,,,,,,,,,,
B26G0461,52.36590737372298,5.572079682030013,-1.44,-1.9927,,,,,,,,,,,,,,
B24H1267,52.292598452547374,4.49467853743251,4.11,3.0176,,,,,,,,,,,,,,
B24H1272,52.29531452882859,4.503273048543665,3.2,2.2091,,,2.0863,,,,,,,,,,,
B24H1274,52.29375491562603,4.499052985202622,3.23,2.2586,,,1.9761,,,,,,,,,,,
B24H1278,52.29459764484086,4.497570230109333,4.56,3.4161,,,,,,,,,,,,,,
B24H1280,52.29499708717591,4.4969025669777345,4.79,3.7313,,,,,,,,,,,,,,
B62B4288,50.901456865669566,5.9842462195618165,92.84,91.265,,,,,,,,,,,,,,
B62B4321,50.89036109215495,5.9708149514773226,107.703,98.3883,,,,,,,,,,,,,,
B50E0568,51.50290942314115,5.021231249691254,16.98,15.9175,-1.5,,,,,,,,,,,,,
B45C0543,51.6773280823532,5.3042126657332345,2.36,2.2185,,,2.1414,,,,,,,,,,,
B51B0409,51.53563649804994,5.34600911313169,10.83,10.3148,,,10.199,,,,,,,,,,,
B51G0864,51.438202185857065,5.53549474626226,18.23,17.0878,,,16.7539,0.667,,,,,,,,,,
B46A0866,51.71667077039956,5.7605737290360155,10.98,8.7174,0,,8.264,0.875,,,,,,,,,,
B34F1630,52.252496404151785,6.810847733470461,99.99,27.9534,,,18.7597,,,,,,,,,,,
B34F1629,52.2516863861334,6.803454762294646,,19.5359,,,19.503,,,,,,,,,,,
B34F1633,52.237023085985875,6.899329378821291,42.24,39.6149,,,,,,,,,,,,,,
B46D1505,51.64308235441989,5.956594636009785,14.12,11.0265,,,,,,,,,,,,,,
B32A1774,52.199737621978706,5.277763013503682,6.42,1.3978,,,,,,,,,,,,,,
B32C1765,52.14362413537912,5.296672715140051,8.22,1.8003,1.825,,1.7889,3.192,,1.7572,3,,,,,,,
B32A1779,52.24362483632403,5.204666759753111,17.7,0.2996,0.667,,,,,,,,,,,,,
B32A1780,52.24057853532452,5.199291484357812,8.43,0.1114,,,,,,,,,,,,,,
B31F2239,52.15410420551127,5.100072652941164,-1.03,,,,,,,,,,,,,,,
B31F2241,52.15655433372603,5.109847680930648,-0.18,,,,,,,,,,,,,,,
B31F2253,52.164578425823976,5.12061347080607,-0.95,,,,,,,,,,,,,,,
B31F2255,52.16121447735979,5.104119023274125,-0.62,,,,,,,,,,,,,,,
B31F2259,52.17114283311963,5.122036051668922,-0.7,,,,,,,,,,,,,,,
B31F2271,52.17181691993388,5.122032046895952,-0.64,,,,,,,,,,,,,,,
B31F2272,52.17006363709011,5.121750112395626,-0.9,,,,,,,,,,,,,,,
B31H2473,52.14608007143728,5.09004355469598,-0.87,,,,,,,,,,,,,,,
B31F2274,52.177602030896644,5.1592786402890685,0.55,,,,,,,,,,,,,,,
B31F2281,52.15273042285197,5.127844006786614,0.88,,,,,,,,,,,,,,,
B52E1717,51.57065598591846,6.1130274062079435,18.15,15.9956,,,,,,,,,,,,,,
B52E1729,51.56679238793203,6.127100470452915,17.95,,,,,,,,,,,,,,,
B52E1757,51.5090516143252,6.073438367155669,21.46,,,,,,,,,,,,,,,
B52E1767,51.57621481791133,6.055122743322285,13.72,,,,,,,,,,,,,,,
B57A0224,51.33463006694561,5.2498758437086455,34.53,,,,,,,,,,,,,,,
B57A0230,51.32609981796597,5.2577921945828425,34.5,32.8737,,,,,,,,,,,,,,
B57A0236,51.33828696199739,5.2646460424552695,30.54,30.6321,,,,,,,,,,,,,,
B57A0251,51.32040541062601,5.231987210020973,32.46,32.2777,,,,,,,,,,,,,,
B57A0252,51.322473194824966,5.23226711152227,31.89,31.7836,,,,,,,,,,,,,,
B57B0010,51.29119239305727,5.417406046609901,32.1,30.1793,,,,,,,,,,,,,,
B57B0160,51.301092324897525,5.374868893240225,31.8,30.798,,,,,,,,,,,,,,
B57B0026,51.348006901479565,5.428108599502483,24.79,22.4794,,,,,,,,,,,,,,
B52A0068,51.55201389323891,5.809077125565303,26.25,24.9362,-0.25,0.5,,,,,,,,,,,,
B52A0204,51.503113299351185,5.783994546953739,24.96,23.2952,1.081,1.25,,,,,,,,,,,,
B52A0213,51.58298409704941,5.843848396114725,22.19,,,,,,,,,,,,,,,
B52A0215,51.56106601216363,5.791134817612948,24.18,,,,,,,,,,,,,,,
B52A0225,51.49850298752723,5.791587006249496,24.92,,,,,,,,,,,,,,,
B52A0243,51.519656134555085,5.755467082255184,22.68,,,,,,,,,,,,,,,
B52A0261,51.539828074828364,5.846441456309215,27.24,,,,,,,,,,,,,,,
B52A0264,51.53999361780066,5.850046756386558,27.86,,,,,,,,,,,,,,,
B52A0048,51.572847798045736,5.789220218190797,24.77,23.5804,-2,-0.286,,,,,,,,,,,,
B52A0037,51.542957936102454,5.827300577142506,26.99,,,,,,,,,,,,,,,
B52A0208,51.497447289708624,5.757591346498741,22.33,21.0372,,,20.8419,,,20.8221,,,,,,,,
B52F0008,51.49522487245011,6.1840858107408625,20.83,17.3616,0.25,0.545,17.4061,0.333,0.615,,,,,,,,,
B57E0099,51.28948072032191,5.544602392901685,29.5,28.0671,,,27.7368,,,,,,,,,,,
B57E0226,51.32900595744829,5.485912878872605,25.84,24.8669,,,,,,,,,,,,,,
B57E0231,51.314608831170844,5.502376450131342,27.61,26.2517,,,,,,,,,,,,,,
B57E0233,51.3329961681336,5.496826741711556,27.41,,,,,,,,,,,,,,,
B59H0179,50.96111881716464,5.72870007685699,37.55,33.9687,,,32.8991,,,,,,,,,,,
B59H0182,50.967698446965855,5.7348130529167785,36.81,34.5756,,,31.5249,,,,,,,,,,,
B57B0512,51.35174253308291,5.4374713320064325,23.2,21.7286,,,,,,,,,,,,,,
B40B2121,51.95736703893321,5.967765227171134,10.8,9.3112,,,8.6958,,,8.7161,,,,,,,,
B60A0015,51.13311756329079,5.860229546988443,24.39,20.9266,,,,,,,,,,,,,,
B60A0017,51.13110696926576,5.846065593684113,24.81,21.0989,,,,,,,,,,,,,,
B51A1921,51.54895663289471,5.266544135558639,8.76,8.5157,,,,,,,,,,,,,,
B39D0571,51.9017368659443,5.347142987053177,,2.3498,-0.551,,,,,,,,,,,,,
B45A0432,51.789566022279644,5.246595911414138,1.86,1.4055,-0.631,,,,,,,,,,,,,
B15E0265,52.87093354453878,5.555769363656026,1.39,0.1503,0,,-0.0724,-0.1,,,,,,,,,,
B02G0409,53.484612245015654,6.183396651152512,2.51,2.1032,,,,,,,,,,,,,,
B02E0002,53.496620822591936,6.201550982760692,1.67,1.7291,,,,,,,,,,,,,,
B41F0191,51.94064816649917,6.794708903012304,,39.8669,-4.667,,,,,,,,,,,,,
B46C0252,51.64932157658966,5.883328170094185,13.2,11.9453,-0.902,-0.143,,,,,,,,,,,,
B40G1338,51.865884106539,6.153893975467358,12.45,10.7969,,,,,,,,,,,,,,
B45G0443,51.60988191052722,5.5807087507865,9.97,9.1355,,,9.1413,,,9.2017,,,7.5649,,,,,
B57E0540,51.320168274850545,5.580427136163773,25.33,25.1843,,,,,,,,,,,,,,
B31B1502,52.253400357674956,4.8188487763574805,-4.375,-4.9252,,,,,,,,,,,,,,
B50H0370,51.41967346473675,5.158790726247911,24.06,22.7203,,,,,,,,,,,,,,
B51A1784,51.49053092069159,5.25850606299387,15.54,14.2888,,,,,,,,,,,,,,
B51C1769,51.4422844430117,5.271601629311293,19.51,19.1394,,,,,,,,,,,,,,
B51A1787,51.52341451042308,5.184580998548413,10.86,10.0815,,,,,,,,,,,,,,
B31B1503,52.2522781853966,4.822875771373004,-4.375,-4.8042,,,,,,,,,,,,,,
B31F2160,52.24401409698425,5.08015132613818,-2.65,-2.9335,-0.462,-0.438,,,,,,,,,,,,
B31F2171,52.2430264911351,5.08756673506256,-2.2,-3.1112,0.286,,,,,,,,,,,,,
B24F0173,52.39859484896161,4.5667467038514244,2.64,1.4379,,,,,,,,,,,,,,
B44H0841,51.63370001511616,5.1670298755555955,,6.2211,,,6.176,,,,,,,,,,,
B31B1520,52.24349086729084,4.825373777432202,-4.384,-5.0003,,,,,,,,,,,,,,
B51A1796,51.50870085007613,5.262070215070822,13.13,12.0425,,,,,,,,,,,,,,
B51A1797,51.51127713274864,5.258879582108429,13.03,11.9313,,,,,,,,,,,,,,
B31B1530,52.2345683762208,4.831620054547465,-1.778,-2.1478,,,,,,,,,,,,,,
B31B1531,52.23410577384054,4.832635901141871,-1.525,-1.946,,,,,,,,,,,,,,
B31B1544,52.24088659685203,4.794557982587885,-0.992,-1.6261,,,,,,,,,,,,,,
B25H2802,52.31534680544465,5.024956823419494,-1.182,-1.7824,,,,,,,,,,,,,,
B25H2803,52.3153931680405,5.028373480738909,-1.217,-1.9715,,,,,,,,,,,,,,
B25H2806,52.31098709337163,5.024743072225748,-0.82,-1.8036,,,,,,,,,,,,,,
B31F0580,52.220760919211926,5.0761115416540825,-1.03,-1.2843,-0.167,,,,,,,,,,,,,
B28E0299,52.45955733985002,6.655396298504992,11.6,10.3586,,,,,,,,,,,,,,
B16D0187,52.791976554640975,6.04542401818175,0.18,-1.6833,-0.5,,,,,-1.7339,-0.438,,,,,,,
B09D0428,52.944447548222456,4.71924900083575,2.76,2.8227,-0.725,-0.25,,,,,,,,,,,,
B41E0822,51.98691204701181,6.665169539663952,27.04,26.9037,,,,,,,,,,,,,,
B25H2855,52.3014341652621,5.049392418349977,-0.977,-2.1376,,,,,,,,,,,,,,
B07H1247,53.19751045606695,6.808880596217354,-0.85,-2.361,,,,,,,,,,,,,,
B43E0288,51.7461924377134,4.382567247668458,0.02,-1.1001,,,-0.0164,,,,,,,,,,,
B46A1601,51.76596010296921,5.780944021507857,9.28,7.1752,,,,,,,,,,,,,,
B60C1145,50.92853873984973,5.816416961490295,119.16,95.0171,-5.81,-3.405,,,,,,,,,,,,
B60D1170,50.97962702249792,6.004465994691975,57.15,55.4714,-2.75,-2.769,,,,,,,,,,,,
B60D1172,50.973757155566695,6.009513030716183,68.02,66.5494,,,,,,,,,,,,,,
B58D0682,51.19597256402332,5.907530565797817,29.4,,,,,,,19.9755,,,,,,,,
B60D1146,50.97874674422962,6.0176965930646755,61.93,,,,,,,,,,,,,,,
B60D1149,50.98187167494392,6.021584103104886,60.89,,,,,,,,,,,,,,,
B60D1159,50.97701408247411,6.0022383147295715,59.34,55.0882,,-3.25,,,,,,,,,,,,
B60D1130,50.95169386899996,5.946956315610403,80.81,,,,,,,,,,,,,,,
B60D0967,50.92815392004403,6.014872870796635,124.58,,,,,,,,,,,,,,,
B60D1019,50.98137961960662,6.0128909845902445,56.85,,,,,,,,,,,,,,,
B60D1094,50.981862303964036,6.023292784109711,60.6,56.5158,,,51.7374,-17.4,-15.429,51.9388,-16.33,-15.728,51.1939,-16,-16.222,51.1648,-16.426,-16.475
B60D1100,50.98137923499524,6.012962178985282,57.12,56.3419,-6,-5.182,49.8219,-14.563,-13.214,49.7241,-15.077,-14.875,,,,,,
B58D2342,51.181606727959895,5.952118323603642,19.54,,,,,,,,,,,,,,,
B58D2349,51.174226728846776,5.915849481895438,21.1,,,,,,,,,,,,,,,
B58D2357,51.184206406850954,5.953580601682272,18.83,17.1991,,,,,,,,,,,,,,
B58D1882,51.215087476519635,5.924335488699844,27.52,,,,,,,,,,,,,,,
B58D1895,51.14260044636116,5.89233614122528,27.79,,,,,,,,,,,,,,,
