well_id,latitude,longitude,maaiveld_nap,filter_1_gemiddeld,filter_2_gemiddeld,filter_3_gemiddeld,filter_4_gemiddeld,filter_5_gemiddeld,filter_1_trend_15_jaar,filter_2_trend_15_jaar,filter_3_trend_15_jaar,filter_4_trend_15_jaar,filter_5_trend_15_jaar,filter_1_trend_25_jaar,filter_2_trend_25_jaar,filter_3_trend_25_jaar,filter_4_trend_25_jaar,filter_5_trend_25_jaar
B45G0369,51.637601028714535,5.466651046343566,7.05,,,,,,,,,,,,,,,
B45G0379,51.63026011527444,5.486569511630096,7.75,,,,,,,,,,,,,,,
B43B0075,51.774236311201776,4.29875533770407,-0.7,,,,,,,,,,,,,,,
B43B0076,51.76640183377997,4.278081970985587,0.6,,,,,,,,,,,,,,,
B43B0210,51.728395859741006,4.261137601088078,1.47,,,,,,,,,,,,,,,
B43B0214,51.72211469936931,4.2717150450189845,1.4,,,,,,,,,,,,,,,
B43B0218,51.71909586874933,4.2851766530115505,1.32,,,,,,,,,,,,,,,
B43C0059,51.667912497225245,4.06477719745172,0.35,,,,,,,,,,,,,,,
B44D0240,51.61175890092688,4.808788755297743,1.93,0.516,0.25,0.545,0.5913,0.286,0.333,,,,,,,,,
B44D0484,51.62272054808344,4.788214992818857,0.32,-0.4887,0,0.067,-0.3746,-0.25,0,-0.3842,-0.5,0,-0.2472,0.045,0.4,-0.1993,,1.143
B43A0050,51.76514110913513,4.045630835398123,2.2,,,,,,,,,,,,,,,
B44B0097,51.780912222678296,4.8078393263775645,0.93,,,,,,,,,,,,,,,
B44H0165,51.68101050358036,5.05121240633709,2.42,1.4825,,,1.4966,,,,,,,,,,,
B44H0172,51.598084549806266,5.0338864999094906,9.51,7.725,,,7.6256,,,5.7873,,,5.7409,,,5.0112,,
B44H0173,51.67438734344029,5.0710968169046,3.06,1.2368,3.804,4.929,1.5722,-1.3,-0.188,1.5802,-1,0.688,1.6342,,,1.6482,,
B50H0014,51.4008034708614,5.1079853272580715,29.62,24.5176,,,24.475,,,24.4486,,,,,,,,
B50H0089,51.43587337743716,5.155373104652729,22.53,21.3192,2.542,2.787,21.0378,-0.818,,,,,,,,,,
B51A0195,51.576763271971764,5.175139262611345,10.92,8.4454,,,,,,,,,,,,,,
B46C0152,51.695456486768805,5.788140399204506,10.54,9.3597,,,,,,,,,,,,,,
B46C0191,51.62900718100874,5.8833223212408425,17.41,15.1513,,,,,,,,,,,,,,
B46C0194,51.617159083757166,5.790046451359299,22.72,20.6706,,,,,,,,,,,,,,
B46C0195,51.61605077820928,5.8691604915139735,17.96,,,,,,,,,,,,,,,
B46C0201,51.61269927540099,5.779900513405661,22.22,20.9859,,,,,,,,,,,,,,
B46C0215,51.617579096650246,5.7984970732406005,23.47,,,,,,,,,,,,,,,
B46C0227,51.6345995510882,5.838590858172571,15.57,,,,,,,,,,,,,,,
B46C0234,51.63683488347895,5.841646649391347,16.25,14.8577,,,,,,,,,,,,,,
B46C0239,51.625001168331075,5.845138326845915,18.7,17.4331,,,,,,,,,,,,,,
B49A0248,51.47588416241277,4.0325279977194715,-1.3,,,,,,,,,,,,,,,
B49A0214,51.48095094402591,4.050949692957033,0.88,-0.6377,,,-0.6083,,,,,,,,,,,
B49A0278,51.53885925744461,4.07605994965368,0.17,-0.1981,,,-0.2157,,,,,,,,,,,
B49A0281,51.50005003254813,4.0241601544162435,-1.26,,,,,,,,,,,,,,,
B38H0174,51.89856578612253,5.116887994643873,0.33,-0.1656,,,,,,,,,,,,,,
B39E0223,52.01166731976104,5.572334000288536,5.74,5.336,0.185,0.726,5.4481,0.214,0.778,6.3585,,,6.36,,,,,
B39E0224,51.99424251926206,5.488541268032024,14.61,6.0694,-0.429,0,6.128,,,5.7286,,,5.7198,,,,,
B39E0242,51.96698882161848,5.5466119697740055,16.51,6.1027,-0.577,-0.143,6.1347,,,6.0764,-0.3,-0.188,6.1161,,,5.9239,-0.714,-0.533
B39E0249,51.95331913157134,5.592095054800301,43.27,6.715,1.625,-0.705,,,,,,,,,,,,
B39E0354,52.00812011676151,5.597224887421611,5.1,4.822,,,,,,,,,,,,,,
B40B0439,52.01631658803331,5.96698490705943,74.16,43.6487,0.75,-1.917,43.9732,,,13.8775,0.551,-2.188,,,,,,
B45B0501,51.77250022784466,5.387491875936261,2.55,1.3763,,,1.0763,,,,,,,,,,,
B45B0504,51.76606126726977,5.333457380147576,3.41,1.0474,,,,,,,,,,,,,,
B45B0102,51.78251861978954,5.357639021037644,3.17,1.87,,,,,,,,,,,,,,
B45B0104,51.799040836781295,5.318341278297007,3.31,,,,,,,,,,,,,,,
B45B0109,51.78214357167948,5.4039544367064005,2.84,0.5736,-0.833,0.1,,,,-0.1021,-2.054,3.71,1.3654,-1.5,-0.9,1.7818,-2.025,-0.75
B45G0388,51.61798939841529,5.488130870488132,8.21,7.3348,,,7.3359,,,7.3344,,,,,,,,
B45H0152,51.65505917970159,5.628647919895028,17.3,14.9611,0,0.354,,,,,,,,,,,,
B43C0153,51.6428726903907,4.084464885676912,4.74,,,,,,,,,,,,,,,
B43C0275,51.62113109956365,4.135057852196508,1.24,,,,0.8123,,,,,,,,,,,
B43C0283,51.63023555567049,4.104183923162038,1.43,0.4531,,,,,,,,,,,,,,
B43C0368,51.68117977686278,4.014672640250479,-0.36,-0.9004,-0.5,0,,,,,,,,,,,,
B43C0369,51.6799819154402,4.027578942608537,0.17,-0.353,-0.827,0,-0.3837,-0.927,-0.1,,,,,,,,,
B43C0370,51.67707909398859,4.01378483388937,0.32,-0.7893,,,-1.0258,,,,,,,,,,,
B43C0372,51.62944067660852,4.130336106036618,-0.62,-0.6961,,,-0.4415,,,,,,,,,,,
B45E0588,51.70614058481205,5.580484352612672,14.69,14.4303,,,,,,,,,,,,,,
B45E0590,51.71500407059678,5.5744448349188,16.13,14.4404,,,14.0086,,,,,,,,,,,
B45E0592,51.71679949008822,5.601946589615673,17.74,16.4512,,,,,,,,,,,,,,
B45F0627,51.74361204698148,5.633928596639941,11.56,,,,,,,,,,,,,,,
B43A0103,51.76881496905765,4.075571809493655,0.65,,,,,,,,,,,,,,,
B43A0060,51.76011104696463,4.105448825216727,1.65,,,,,,,,,,,,,,,
B43A0063,51.74472681423822,4.08475739287808,0.35,,,,,,,,,,,,,,,
B44B0178,51.75168672853005,4.805317804517349,0.71,,,,,,,,,,,,,,,
B44B0181,51.75087784279736,4.796349449182338,0.6,,,,,,,,,,,,,,,
B44B0192,51.74868133465905,4.754382639241862,0.91,,,,,,,,,,,,,,,
B44B0193,51.74836909880137,4.754821447831988,0.88,,,,,,,,,,,,,,,
B49G0457,51.399533416862695,4.3100059376914155,-0.49,-0.2485,3.231,2.722,0.1927,2.85,2.844,0.4257,1.222,1.031,,,,,,
B49H0056,51.42986579377603,4.537792695474128,12.91,,,,,,,,,,,,,,,
B49H0020,51.42634348128454,4.547923634286746,12.74,,,,,,,,,,,,,,,
B49H0076,51.423378796507244,4.535756836810202,,,,,,,,,,,,,,,,
B51A0275,51.54140452474927,5.283559172819783,10.46,,,,,,,,,,,,,,,
B51A0278,51.54608222387045,5.287729228988939,10.2,8.9592,,,,,,,,,,,,,,
B51A0292,51.519989262260665,5.260843323206094,11.93,,,,,,,,,,,,,,,
B51A0300,51.49951249236241,5.2057423989152944,13.89,12.6611,-4.583,-2.12,,,,,,,,,,,,
B51A0315,51.48544265359627,5.235456375686666,16.57,,,,,,,,,,,,,,,
B51A0342,51.5193384632958,5.182178641585311,11.33,10.2919,,,,,,,,,,,,,,
B46B0499,51.76139722850858,5.968197498116862,15.2,,,,,,,,,,,,,,,
B46B0504,51.7648469496327,5.961288456301349,17.06,16.4534,,,16.3748,,,,,,,,,,,
B46B0506,51.76331685075946,5.961703567222627,16.51,16.0043,,,16.0341,,,,,,,,,,,
B46B0509,51.7582319600455,5.972067500194431,19.99,,,,,,,,,,,,,,,
B46B0512,51.75928356023265,5.959334693174633,16.25,,,,,,,,,,,,,,,
B46B0517,51.766714503678635,5.965368567303061,16.3,,,,,,,,,,,,,,,
B46B0524,51.765260652800585,5.968536970405803,15.52,14.7364,,,14.8489,,,12.5666,,,12.5623,,,,,
B46B0535,51.73731265459691,5.9296669715358705,12.44,10.7495,,,,,,,,,,,,,,
B46B0225,51.723613578363214,5.914001782622922,10.82,8.2802,,,8.1982,,,,,,,,,,,
B46B0227,51.716174541813054,5.917199908922874,10.64,8.2918,1.417,0.75,,,,,,,,,,,,
B41B0192,52.02152801321241,6.549987218498596,18.93,,,,,,,,,,,,,,,
B41B0193,52.02171493960241,6.549263554494678,18.79,17.4982,-0.908,0.11,,,,,,,,,,,,
B41B0195,52.016177696595314,6.545623471883193,18.25,17.2281,,,,,,,,,,,,,,
B41B0207,51.96192382523259,6.595296389303101,33.23,31.9217,,,,,,,,,,,,,,
B41B0057,51.94616004729581,6.572035096379479,24.83,,,,,,,,,,,,,,,
B41B0217,52.02004834191464,6.554174048668529,18,17.3164,,,,,,,,,,,,,,
B41B0218,52.0204063617167,6.554329075095389,18,17.2279,,,,,,,,,,,,,,
B41B0030,51.96254595250346,6.514554375571702,21.34,,,,,,,,,,,,,,,
B41B0097,52.02025079396435,6.524311166124483,18.57,17.1078,-1,-1.167,17.0542,,-0.833,,,,,,,,,
B41B0229,51.95094527720523,6.551940549149374,19.84,18.6617,,,18.823,,,,,,,,,,,
B38H0280,51.854913635175656,5.110981057084604,0.6,,,,,,,,,,,,,,,
B38H0339,51.88330540446716,5.106159075724695,1.45,0.697,,,,,,,,,,,,,,
B38H0341,51.871613481987076,5.068188361016393,0.62,-0.2607,,,,,,,,,,,,,,
B38H0250,51.82176235838271,5.160354090700886,1.26,,,,,,,,,,,,,,,
B39E0384,52.01470392287007,5.578814209887726,5.34,4.9879,-0.091,0.236,4.9477,-0.5,0,5.1071,-0.25,0.051,,,,,,
B39E0392,51.997761463192255,5.471366952843263,6.68,5.6857,,,5.7482,,,,,,,,,,,
B39E0396,51.99650957142767,5.461827243378415,6.44,,,,,,,,,,,,,,,
B39E0402,51.99461445347203,5.472962659621979,6.02,,,,,,,,,,,,,,,
B39E0409,51.95035725285208,5.604736470939105,7.02,6.1436,,,,,,,,,,,,,,
B39E0411,52.01490073075649,5.573804055400679,5.06,5.0285,,,4.9788,,,5.084,,,,,,,,
B43D0274,51.689348085050206,4.229929255795654,0.42,-1.0231,,,,,,,,,,,,,,
B43D0085,51.693790222765955,4.280296719518948,-0.2,,,,,,,,,,,,,,,
B44D0560,51.59550022393921,4.8371533295346465,4.5,2.9766,0.167,,2.5745,0.208,,2.1765,0,,,,,,,
B44D0708,51.648811355768196,4.770227491608548,-0.63,,,,,,,,,,,,,,,
B44D0709,51.653741744039536,4.759249934551259,-1.44,,,,,,,,,,,,,,,
B44D0723,51.65186157904473,4.788118702127964,0.46,-0.1357,,,,,,,,,,,,,,
B45B0340,51.79262482508215,5.376881758286633,6.3,4.1202,,,3.8358,-0.429,0.3,0.8836,0,-0.143,0.8228,,,0.8253,,
B45B0434,51.71694929939487,5.4105576133122115,5.19,3.2225,-0.2,-1.929,2.287,0.333,-4.606,2.4304,,,2.2148,-1.708,0.394,0.2842,-5.2,-2.771
B45B0463,51.72586470027047,5.415743785958669,5.12,3.3216,-0.45,,0.1098,-3.583,,0.3893,,,0.3983,,,0.6499,-4.518,
B45H0211,51.60303294509027,5.641520432546111,13.09,11.7493,,,,,,,,,,,,,,
B45H0212,51.59060889869664,5.714483316722993,21.74,,,,,,,,,,,,,,,
B45H0224,51.663056094978124,5.745504238893732,16.91,15.8059,,,,,,,,,,,,,,
B44H0517,51.67257961060877,5.091348675551713,4.27,3.0013,,,,,,,,,,,,,,
B44H0519,51.672801833972635,5.090364170498865,4.66,2.8597,0.1,-0.438,,,,,,,,,,,,
B44H0530,51.672686894641565,5.084090746298259,3.46,2.696,2,0.778,,,,,,,,,,,,
B44H0054,51.6727686908376,5.067522862777823,3.33,1.3391,,,,,,,,,,,,,,
B45F0649,51.81195636962614,5.696223226424428,7.2,,,,,,,,,,,,,,,
B45F0564,51.7510548895542,5.714487574988211,8.48,7.497,,,,,,,,,,,,,,
B45F0154,51.762009637696224,5.718478050371731,8.33,,,,,,,,,,,,,,,
B45F0142,51.71400252218312,5.721454078625019,15.6,14.3858,,,,,,,,,,,,,,
B45F0145,51.742751065653074,5.615245956480669,12,,,,,,,,,,,,,,,
B45F0655,51.71362836835822,5.6152436223880065,18.13,17.3424,,,,,,,,,,,,,,
B45F0661,51.75484380799522,5.613569126174069,10.06,9.1616,,,,,,,,,,,,,,
B45F0665,51.754617556622,5.614364546103584,9.9,9.0929,,,,,,,,,,,,,,
B43A0137,51.73498702813588,4.081954357368573,-0.7,-1.0522,,,-0.9779,,,,,,,,,,,
B49B0629,51.5298756631523,4.276076009449047,7.48,,,,,,,,,,,,,,,
B49B0326,51.548312446927106,4.21261766561131,0.8,0.112,,,,,,,,,,,,,,
B49B0342,51.57374197544536,4.266490951897627,2,-0.4084,,,,,,,,,,,,,,
B50A0011,51.515706431011516,4.701151675371394,7.78,5.1589,,,,,,,,,,,,,,
B50A0394,51.48627194086537,4.6645931839677015,9.13,8.3257,,,,,,,,,,,,,,
B50A0420,51.48825449406055,4.596025093357467,10.44,10.2751,,,,,,,,,,,,,,
B50A0422,51.48556395699504,4.5969357234818835,11.8,11.3982,,,,,,,,,,,,,,
B50A0423,51.48413269966156,4.597968377572193,12.39,11.5977,,,,,,,,,,,,,,
B51A0139,51.49273696054504,5.24623158658665,16.01,14.185,,,14.1989,,,,,,,,,,,
B51A0101,51.550024039937504,5.2483175789647625,10.29,8.7439,-1.095,-0.167,8.6631,-0.933,0.048,8.7008,,,7.1999,-3.154,-2.385,7.0289,-3.226,-2.53
B51A0138,51.56207639367583,5.263091465734464,9.9,8.4982,-1.25,-0.559,8.4683,-1.357,-0.553,8.0454,-0.833,-0.3,8.1126,-0.875,-0.108,,,
B51A0357,51.53454737678643,5.192775415051504,9.8,,,,,,,,,,,,,,,
B51A0364,51.53365609688356,5.1973911705956555,9.8,,,,,,,,,,,,,,,
B51A0372,51.53391889466841,5.193210474185669,9.49,9.4068,,,9.4571,,,9.4632,,,,,,,,
B51A0374,51.53418795358703,5.192849014073076,9.42,9.3522,,,9.3544,,,9.3633,,,,,,,,
B51A0376,51.53427843768501,5.193208940588221,9.56,9.41,,,9.3908,,,9.3057,,,,,,,,
B33H1338,52.098109668449126,6.211407483324436,,4.7884,,,,,,,,,,,,,,
B41B0236,51.96077563199946,6.539536744799498,19.51,18.6762,,,18.6754,,,,,,,,,,,
B41B0243,51.95268757545454,6.539329080318003,19.42,18.7529,,,18.9103,,,,,,,,,,,
B41B0249,51.950387168983376,6.535575056576115,19.68,19.0831,,,19.2898,,,,,,,,,,,
B41B0250,51.96730894691055,6.514674061988878,19.37,18.4662,,,18.4189,,,,,,,,,,,
B41B0253,51.95793401053321,6.545138120899383,19.24,18.7911,,,,,,,,,,,,,,
B41B0255,51.95958004688156,6.533103987093442,19.36,18.7699,,,,,,,,,,,,,,
B41B0268,52.02057455969132,6.55911241007163,18.63,17.7918,,,,,,,,,,,,,,
B41B0271,52.01731908543399,6.613078180102043,30.25,29.3772,,,,,,,,,,,,,,
B41B0273,52.01687700636071,6.511521631713135,18.02,17.1925,,,,,,,,,,,,,,
B39A0350,52.032031789619744,5.237836006465256,3.06,1.4009,,,,,,,,,,,,,,
B39A0354,52.02072324136211,5.188194267649708,2.81,0.8852,,,,,,,,,,,,,,
B39A0362,52.00340061006964,5.2032711214927945,2.41,,,,,,,,,,,,,,,
B39A0376,51.98765021766274,5.190233465602178,0.46,,,,,,,,,,,,,,,
B39A0388,51.98060799054026,5.228982550232649,2.07,,,,,,,,,,,,,,,
B39A0390,51.9773277250842,5.267418338979767,3.4,1.6962,,,,,,,,,,,,,,
B45H0042,51.61601384078744,5.69344210939465,19.81,18.5906,,,,,,,,,,,,,,
B45H0244,51.6946675603727,5.612689137200622,19.28,17.7685,,,,,,,,,,,,,,
B43D0191,51.583908366709984,4.185867456932497,0.5,-0.5032,,,-0.5542,,,,,,,,,,,
B43D0296,51.59721896402179,4.166505551786719,0.87,-0.0023,,,0.245,,,,,,,,,,,
B43D0299,51.60781277085787,4.176427518672129,1.08,0.6618,,,0.6336,,,,,,,,,,,
B44D0595,51.61583146027653,4.798109901812746,0.12,-0.3166,,,-0.3147,,,,,,,,,,,
B44E0160,51.80666837410359,4.942646018699774,0.05,,,,,,,,,,,,,,,
B44E0190,51.73584566417941,4.8991881372522394,0.56,,,,,,,,,,,,,,,
B44E0201,51.73416405439853,4.976365532060488,0.79,,,,,,,,,,,,,,,
B44E0147,51.70453732658658,4.914282242565117,1.1,,,,,,,,,,,,,,,
B44C0296,51.66308919131393,4.695306383020146,0.57,-0.8326,,,,,,,,,,,,,,
B44C0305,51.59225045310262,4.622065095161855,1.91,0.7278,,,,,,,,,,,,,,
B44C0308,51.605788186676456,4.664537630979366,-0.54,-0.4703,0,0.556,,,,,,,,,,,,
B44C0315,51.606819232878394,4.665560597221911,-0.42,-0.4248,,,-0.4907,,,,,,,,,,,
B45A0328,51.71299500698578,5.18082416501365,2,0.5427,,,,,,,,,,,,,,
B45A0397,51.71011048362787,5.2028729184245375,2.07,1.0824,,,,,,,,,,,,,,
B45A0412,51.783478161150676,5.299235484487467,3.07,1.7094,,,,,,,,,,,,,,
B45A0334,51.76001075471865,5.289576508927207,3.46,,,,,,,,,,,,,,,
B45A0337,51.7076814572679,5.27145997047716,5.52,2.2943,,,2.001,,,1.1047,,,1.104,,,,,
B46D0359,51.65098176037888,5.924644088712293,13.32,12.2179,,,11.4384,-8.317,-5,,,,,,,,,
B46D0366,51.626169697979165,5.919453903044995,14.45,13.6556,,,13.6441,,,,,,,,,,,
B46D0059,51.647353799130045,5.952516003080495,14.61,11.0384,,,,,,,,,,,,,,
B46D1001,51.603822020658995,5.950515183850748,17.33,15.6067,,,,,,,,,,,,,,
B46D1008,51.589837157993344,5.973935265324666,17.42,,,,,,,,,,,,,,,
B46D1011,51.61614400456775,5.970998196305831,13.78,12.9949,-5.333,-1.625,,,,,,,,,,,,
B46D0795,51.64061283846437,5.905827167802516,13.5,,,,,,,,,,,,,,,
B46D0025,51.65849507517651,5.999885396835011,13.8,11.5245,-1.462,-0.4,,,,,,,,,,,,
B49B0555,51.57823330509434,4.1970260814597795,-0.2,-1.1834,-0.167,-0.25,-0.4284,-0.071,-0.179,,,,,,,,,
B49B0558,51.508889493557014,4.207729673083991,0.64,,,,-0.2817,,,,,,,,,,,
B49B0622,51.52500045474044,4.301572387475686,2.48,1.085,0.2,,1.0055,-0.5,,1.0529,0.625,,0.6124,-1.537,,0.7617,-1.562,
B49C0247,51.430641851961354,4.110093931144176,0.67,,,,,,,,,,,,,,,
B49C0250,51.44453724114181,4.0583475697567,-0.18,,,,,,,,,,,,,,,
B50A0149,51.51947302959562,4.65527655100691,8.46,7.2483,-0.167,0.1,6.9186,-0.5,0,6.2457,-0.764,0.131,6.0648,-0.125,0.43,5.4392,-0.333,0.8
B50A0159,51.514802488451366,4.648724584867441,9.1,7.7073,,,7.2798,,,6.0737,,,5.2601,,,,,
B39A0410,51.96775803447345,5.231356059043828,3.52,,,,,,,,,,,,,,,
B39A0416,51.938057095621204,5.215666508449723,0.89,0.2639,0.75,0.5,,,,,,,,,,,,
B39F0007,51.9337282602435,5.628138836320572,7.58,5.8963,,,,,,,,,,,,,,
B39F0120,52.031523494531356,5.667135930195197,19.05,,,,,,,,,,,,,,,
B39F0133,52.02519849836873,5.680792411626426,22.61,,,,,,,,,,,,,,,
B39F0766,51.96702585599016,5.650872287105518,7.81,6.6004,,,,,,,,,,,,,,
B40C0001,51.84591801514621,5.862041400905196,24,,,,,,,,,,,,,,,
B40C0509,51.88785890828777,5.773586184022038,8.4,,,,,,,,,,,,,,,
B40C0045,51.91710689666427,5.815117893028003,8.63,6.8657,,,,,,,,,,,,,,
B40C0051,51.882376020173794,5.824808950666383,9.1,,,,,,,,,,,,,,,
B40C0518,51.91027747106926,5.78918399649663,10.2,6.6497,,,,,,,,,,,,,,
B40C0569,51.85288062733914,5.777640193774022,7.96,,,,,,,,,,,,,,,
B41C0088,51.88895821200764,6.360174800759414,15.66,,,,,,,,,,,,,,,
B41C0095,51.87285851259848,6.382770920068164,15.11,,,,,,,,,,,,,,,
B45C0398,51.692828796008016,5.188335636505008,3.45,,,,,,,,,,,,,,,
B45C0005,51.59937616844106,5.2057763624310045,9.32,7.2248,,,,,,,,,,,,,,
B45C0006,51.61064680028132,5.210971862558955,8.95,6.6883,,,,,,,,,,,,,,
B46A0011,51.72486417927863,5.828926913540481,10.88,8.2508,-0.5,-1.458,,,,,,,,,,,,
B46A0017,51.7264036811688,5.875837508311272,11.77,,,,,,,,,,,,,,,
B46A0020,51.73008158111127,5.877614311175277,10.73,8.1106,,,,,,,,,,,,,,
B46A0053,51.780754910221475,5.788970946638697,8.71,6.8489,,,,,,,,,,,,,,
B46A0055,51.76505034166442,5.781515532915808,8.9,7.292,,,,,,,,,,,,,,
B46A0090,51.79307259796427,5.760742480874475,8.89,,,,,,,,,,,,,,,
B46A0778,51.802075000430044,5.783869151990248,8.88,,,,,,,,,,,,,,,
B46A0780,51.80189670671869,5.783432639761742,7.99,6.4872,,,,,,,,,,,,,,
B46A0783,51.80090314678013,5.810534779746214,8.1,,,,,,,,,,,,,,,
B46A0790,51.773984382461784,5.797386789505522,7.59,,,,,,,,,,,,,,,
B46A0817,51.73160400219501,5.891643248553952,9.85,8.2354,,1.143,,,,,,,,,,,,
B43E0284,51.77099018405192,4.337084868282418,-0.08,-1.3909,,,,,,,,,,,,,,
B45G0029,51.67999076689213,5.508656392987377,6.97,6.5167,,,,,,,,,,,,,,
B43B0087,51.75453120179015,4.175855668007193,0.62,-0.2797,,0.056,-0.2242,,0,-0.192,,0.028,-0.2377,,0,-0.3963,,0
B43B0055,51.70334160185674,4.208911382742688,-0.05,,,,,,,,,,,,,,,
B43B0034,51.789842489536014,4.290188999201085,-0.3,,,,,,,,,,,,,,,
B44D0245,51.58893195289474,4.77609232144629,4.29,,,,,,,,,,,,,,,
B44D0627,51.68328519189813,4.8057636505619685,1.7,,,,,,,,,,,,,,,
B44D0628,51.66445110339549,4.761630925136523,0.82,,,,,,,,,,,,,,,
B45A0144,51.78972632906533,5.300890137889768,2.97,1.7484,,5.033,,,,,,,,,,,,
B50A0234,51.531274866251735,4.68895476371649,6.72,5.0565,-1.056,-0.269,5.0982,-0.833,-0.067,4.709,,,4.4085,0.083,0.292,,,
B50A0321,51.56802361025603,4.614973028492097,4.49,2.8182,,,2.4012,,,2.1881,,,2.0557,,,1.6566,,
B50A0429,51.58266932486086,4.705030931180394,4.23,3.2173,,,3.3108,0,,3.1123,,,,,,,,
B51A0388,51.50531449777027,5.181233579727233,11.5,11.43,,,11.4362,,,,,,,,,,,
B51A0407,51.566719577781356,5.259444242565813,9.95,8.5525,,,,,,,,,,,,,,
B51A0408,51.56394290249812,5.252154552276577,9.08,8.1276,-0.577,-0.1,,,,,,,,,,,,
B51A0411,51.56654319412553,5.280804826172911,9.15,8.0982,-2.059,-0.643,,,,,,,,,,,,
B51A0505,51.552404264159364,5.262728569056392,9.68,8.6618,,,,,,,,,,,,,,
B51A0510,51.55536597123132,5.2669885448433185,9.2,,,,,,,,,,,,,,,
B51A0512,51.55520082302597,5.282186758607138,9.26,,,,,,,,,,,,,,,
B51A0519,51.54525898078444,5.272161763163702,9.36,,,,,,,,,,,,,,,
B51A0526,51.55855605573091,5.28499095185841,8.29,7.9197,-1.062,0,,,,,,,,,,,,
B51A0535,51.55331680864167,5.286271555916931,9.33,,,,,,,,,,,,,,,
B51A0435,51.55462046701783,5.210713282770285,9.05,8.5885,,,,,,,,,,,,,,
B46D0027,51.651814207391126,6.015560202178717,15.4,12.5955,,,,,,,,,,,,,,
B46D0804,51.5936015699773,5.956132016943497,18.79,15.8564,,,16.7611,10.95,9,,,,,,,,,
B46D0808,51.648142041763876,5.910609323007614,13.27,,,,,,,,,,,,,,,
B46D0820,51.65037096828829,5.920619823652224,13.63,12.2905,,,12.3445,1,0.594,,,,,,,,,
B46D0826,51.648119456427395,5.933250603278273,13.79,12.2043,-0.25,0.333,12.2013,,,,,,,,,,,
B46D0827,51.63930869528594,5.931714198215467,13.98,11.664,-10.4,-3.545,12.7213,,,,,,,,,,,
B46D0095,51.68657375944682,5.97576824211219,12.85,,,,,,,,,,,,,,,
B46D0830,51.650245207080346,5.912656586854539,12.97,11.3441,,,,,,,,,,,,,,
B46D0835,51.66284802090491,5.974881529850987,12.53,8.2754,,,,,,,,,,,,,,
B46D0267,51.68674520940291,5.980976565797032,14.09,9.411,,,,,,,,,,,,,,
B49C0142,51.45781177232963,4.079545118280529,0.31,-0.6224,,,-0.8597,,,,,,,,,,,
B49D0386,51.42066782011637,4.213175768060058,1.67,,,,,,,,,,,,,,,
B41D0007,51.916453909257065,6.558314399091722,22.88,,,,,,,,,,,,,,,
B38H0347,51.865776628124465,5.080410835089585,0.6,-0.2268,-0.333,-0.282,,,,,,,,,,,,
B38H0352,51.86899263239218,5.0973914312648505,0.25,0.1695,,,0.0016,,,,,,,,,,,
B38H0356,51.87078740467519,5.096218261228457,0.36,,,,,,,,,,,,,,,
B38H0363,51.87512789777493,5.071503433606642,0.8,0.0836,,,0.0623,,,0.045,,,,,,,,
B38H0367,51.8681135253231,5.145891710091693,1.55,0.7999,,,0.7319,,,0.7166,,,,,,,,
B38H0373,51.85033605469524,5.155565901697562,0.94,0.0409,,,,,,,,,,,,,,
B39F0781,51.93503922441391,5.717427540335937,7.42,5.9801,,,,,,,,,,,,,,
B39F0794,52.005784035562904,5.662198102150816,13.97,11.5849,0.366,0.429,,,,,,,,,,,,
B39F0795,52.00637577451979,5.658968500610373,12.97,,,,,,,,,,,,,,,
B39F0799,52.0128471732158,5.659007768287496,13.08,,,,,,,,,,,,,,,
B39F0585,52.027732388538944,5.673814914689786,21.8,,,,,,,,,,,,,,,
B39F0587,52.03741183814229,5.647060351524938,15.06,,,,,,,,,,,,,,,
B39F0599,52.012077571801434,5.665251899601644,14.25,12.5945,5.667,3.2,,,,,,,,,,,,
B39F0600,52.00942698412816,5.661026128629596,13.41,12.2286,,,,,,,,,,,,,,
B39F0607,51.982674426780086,5.684735236082051,20.28,12.3616,1.25,-0.143,,,,,,,,,,,,
B39F0616,51.99086893546805,5.6398020713456525,7.15,,,,,,,,,,,,,,,
B40C0632,51.840139920921295,5.770709806717196,7.92,,,,,,,,,,,,,,,
B40C0634,51.85727901563454,5.77942026849851,7.94,6.8473,,,,,,,,,,,,,,
B40C0635,51.833254540566884,5.759624947137298,6.65,5.8502,,,,,,,,,,,,,,
B40C0525,51.865218948595476,5.796911688974479,9.02,7.3374,,,,,,,,,,,,,,
B40C0528,51.85799201831741,5.807152373957686,8.86,7.2859,,,,,,,,,,,,,,
B40C0533,51.85724042145641,5.8161452458811915,9.34,7.4448,,,,,,,,,,,,,,
B40C0542,51.8627416329875,5.811116488724904,10.21,7.6123,,,,,,,,,,,,,,
B44E0143,51.78842819075569,4.986886862047271,-0.6,-1.2937,-0.5,0.312,-0.8701,0,0.167,,,,,,,,,
B44E0217,51.74969701771386,4.958991465479507,-0.47,-0.4881,,,-0.4386,,,,,,,,,,,
B44E0219,51.75060217411878,4.960720684122682,-0.47,-0.4464,,,,,,,,,,,,,,
B44E0220,51.752087863940964,4.961430764117659,-0.26,,,,,,,,,,,,,,,
B44F0244,51.765421419851364,5.169039134124181,2.53,,,,,,,,,,,,,,,
B44F0011,51.78298416823765,5.101711693040765,3.81,0.7772,,,,,,,,,,,,,,
B44F0015,51.78652458557617,5.079949655947846,2.3,0.5701,,,,,,,,,,,,,,
